,Date,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,BATT.I-3 (volt) ,Target
1890,2015-03-01,13.3,13.2,-6.5,-1.2,-12.3,-6.9,49.0,12.76,13.82,3.18,0.0
1891,2015-03-02,13.5,13.3,-3.2,-0.8,-7.2,-4.7,49.0,12.79,13.8,3.19,0.0
1892,2015-03-03,14.0,13.7,-6.6,5.2,-6.8,-0.9,51.0,13.0,13.78,3.19,0.0
1893,2015-03-04,14.5,13.9,-12.5,-4.2,-12.5,-7.6,54.0,12.82,13.8,3.19,0.0
1894,2015-03-05,14.5,13.9,-16.9,-8.1,-17.8,-13.8,53.0,12.69,13.85,3.18,0.0
1895,2015-03-06,14.5,14.0,-7.8,-3.0,-17.0,-8.7,52.0,12.93,13.84,3.18,0.0
1896,2015-03-07,14.5,14.0,-3.9,2.4,-8.9,-3.2,51.0,13.03,13.78,3.18,0.0
1897,2015-03-08,14.5,14.0,-2.5,5.6,-5.6,-0.4,49.0,13.05,13.77,3.19,0.0
1898,2015-03-09,14.5,14.0,-3.7,4.6,-3.7,-0.4,49.0,13.08,13.76,3.19,0.0
1899,2015-03-10,14.5,14.0,-3.2,3.8,-4.9,-1.2,48.0,13.09,13.76,3.19,0.0
1900,2015-03-11,14.6,14.1,-0.6,6.9,-4.6,0.5,47.0,13.11,13.75,3.19,0.0
1901,2015-03-12,14.6,14.1,0.6,7.7,-1.6,2.4,46.0,13.13,13.75,3.19,0.0
1902,2015-03-13,14.6,14.1,-1.3,4.7,-1.8,1.0,46.0,13.14,13.76,3.19,0.0
1903,2015-03-14,14.6,14.1,-1.3,5.5,-2.0,0.7,46.0,13.16,13.75,3.19,0.0
1904,2015-03-15,14.5,14.1,1.3,7.4,-3.8,2.1,45.0,13.18,13.74,3.19,0.0
1905,2015-03-16,13.8,14.1,4.8,11.9,0.5,6.5,42.0,13.2,13.72,3.19,0.0
1906,2015-03-17,13.0,14.1,3.6,11.6,3.4,7.2,41.0,13.16,13.7,3.19,0.0
1907,2015-03-18,13.0,14.1,4.8,11.5,0.6,6.3,39.0,13.17,13.68,3.19,0.0
1908,2015-03-19,13.5,14.3,-1.1,6.9,-1.1,2.6,39.0,13.09,13.72,3.19,0.0
1909,2015-03-20,13.3,14.3,-3.6,3.1,-3.6,-0.7,39.0,13.07,13.76,3.19,0.0
1910,2015-03-21,13.1,14.3,0.8,8.3,-4.1,1.8,38.0,13.07,13.73,3.19,0.0
1911,2015-03-22,12.5,14.3,0.9,8.7,-0.1,4.0,37.0,13.11,13.71,3.19,0.0
1912,2015-03-23,12.1,14.3,2.2,8.8,0.0,4.0,36.0,13.11,13.7,3.19,0.0
1913,2015-03-24,12.3,14.4,-3.6,6.2,-3.6,1.8,37.0,13.03,13.73,3.19,0.0
1914,2015-03-25,12.2,14.4,-2.5,2.5,-7.0,-1.6,36.0,13.06,13.75,3.19,0.0
1915,2015-03-26,12.3,14.7,-6.4,-1.9,-8.0,-5.2,40.0,13.04,13.8,3.19,0.0
1916,2015-03-27,12.4,14.8,0.2,4.2,-8.2,-1.1,38.0,13.12,13.75,3.19,0.0
1917,2015-03-28,12.3,14.8,2.7,8.2,-1.3,3.3,36.0,13.12,13.71,3.19,0.0
1918,2015-03-29,12.3,14.8,3.9,10.6,1.6,6.1,34.0,13.14,13.68,3.19,0.0
1919,2015-03-30,12.3,14.8,2.6,9.9,-0.8,4.6,33.0,13.1,13.69,3.19,0.0
1920,2015-03-31,12.3,14.8,2.4,9.8,1.3,5.3,31.0,13.11,13.69,3.19,0.0
1921,2015-04-01,12.3,14.8,5.6,11.2,2.2,6.8,30.0,13.12,13.67,3.19,0.0
1922,2015-04-02,12.2,14.8,-0.5,7.4,-0.5,3.5,30.0,13.05,13.73,3.19,0.0
1923,2015-04-03,12.3,14.9,-8.2,4.8,-8.3,-1.3,33.0,13.05,13.77,3.19,0.0
1924,2015-04-04,12.2,15.0,-5.3,1.2,-9.6,-5.1,32.0,13.02,13.78,3.19,0.0
1925,2015-04-05,12.0,15.1,0.5,7.0,-6.0,1.1,30.0,13.05,13.74,3.19,0.0
1926,2015-04-06,11.8,15.1,2.3,8.9,-0.6,4.3,29.0,13.08,13.72,3.19,0.0
1927,2015-04-07,11.6,15.1,1.9,9.0,0.5,4.9,28.0,13.1,13.7,3.19,0.0
1928,2015-04-08,11.2,15.1,0.7,7.8,-0.8,3.5,27.0,13.06,13.71,3.19,0.0
1929,2015-04-09,11.2,15.1,-6.3,7.3,-6.8,0.2,26.0,13.04,13.72,3.19,0.0
1930,2015-04-10,11.0,15.2,-2.3,3.8,-6.8,-1.8,26.0,13.04,13.77,3.19,0.0
1931,2015-04-11,10.7,15.2,0.0,6.6,-3.0,2.1,25.0,13.04,13.72,3.19,0.0
1932,2015-04-12,10.6,15.2,0.5,8.4,-0.7,3.7,24.0,13.09,13.72,3.19,0.0
1933,2015-04-13,10.1,15.2,-0.7,6.2,-0.9,2.4,23.0,13.05,13.73,3.19,0.0
1934,2015-04-14,9.5,15.2,2.1,9.5,-0.9,4.7,21.0,13.08,13.7,3.19,0.0
1935,2015-04-15,9.1,15.2,0.5,11.6,0.0,6.3,19.0,13.1,13.66,3.19,0.0
1936,2015-04-16,9.0,15.2,-6.7,1.7,-8.0,-2.0,20.0,13.04,13.75,3.19,0.0
1937,2015-04-17,9.2,15.3,-2.2,2.2,-6.7,-1.6,20.0,13.05,13.76,3.19,0.0
1938,2015-04-18,9.3,15.4,-5.1,3.2,-5.9,-2.3,21.0,13.03,13.79,3.19,0.0
1939,2015-04-19,10.3,15.8,-3.2,-1.3,-7.3,-3.9,24.0,12.97,13.79,3.19,0.0
1940,2015-04-20,10.4,15.9,-3.4,0.3,-4.3,-2.5,24.0,12.92,13.8,3.19,0.0
1941,2015-04-21,10.8,16.2,-1.7,3.8,-3.8,-1.5,25.0,13.05,13.78,3.19,0.0
1942,2015-04-22,10.5,16.2,1.7,8.4,-2.0,3.2,21.0,13.06,13.72,3.19,0.0
1943,2015-04-23,10.4,16.4,-0.3,10.0,-0.5,3.4,20.0,12.94,13.67,3.19,0.0
1944,2015-04-24,10.0,16.4,-0.2,8.6,-0.6,3.4,20.0,13.06,13.7,3.19,0.0
1945,2015-04-25,9.8,16.4,-0.3,6.2,-0.9,1.2,20.0,13.05,13.74,3.19,0.0
1946,2015-04-26,10.3,16.5,0.4,5.8,-1.0,1.5,21.0,13.09,13.74,3.19,0.0
1947,2015-04-27,10.4,16.7,-0.6,4.4,-2.3,1.0,22.0,13.06,13.76,3.19,0.0
1948,2015-04-28,9.9,16.8,-1.1,8.0,-1.5,2.0,20.0,13.02,13.72,3.19,0.0
1949,2015-04-29,9.3,16.8,2.7,9.4,-2.9,3.9,18.0,13.1,13.68,3.19,0.0
1950,2015-04-30,8.3,16.8,5.2,11.1,1.9,6.8,15.0,13.13,13.68,3.19,0.0
1951,2015-05-01,7.1,16.8,5.1,12.8,4.1,8.1,14.0,13.1,13.65,3.19,0.0
1952,2015-05-02,6.3,16.8,4.2,12.3,3.4,6.3,12.0,13.09,13.67,3.19,0.0
1953,2015-05-03,5.5,16.9,3.5,11.4,3.2,6.6,11.0,13.1,13.67,3.19,0.0
1954,2015-05-04,5.1,17.0,2.4,12.1,1.7,5.3,10.0,13.05,13.64,3.19,0.0
1955,2015-05-05,4.6,17.1,4.0,9.3,2.0,4.7,8.0,13.08,13.69,3.19,0.0
1956,2015-05-06,4.0,17.3,0.6,9.5,0.5,4.8,8.0,13.12,13.66,3.19,0.0
1957,2015-05-07,4.7,18.4,1.0,5.8,0.5,2.0,11.0,13.08,13.72,3.19,0.0
1958,2015-05-08,4.5,18.5,2.3,8.9,0.1,3.4,9.0,13.08,13.7,3.19,0.0
1959,2015-05-09,4.3,18.6,-1.2,9.1,-1.2,3.4,8.0,13.06,13.67,3.19,0.0
1960,2015-05-10,5.0,19.3,-4.1,5.2,-4.5,-0.3,14.0,13.0,13.69,3.19,0.0
1961,2015-05-11,5.6,19.8,-3.1,0.2,-5.9,-3.2,17.0,13.02,13.79,3.19,0.0
1962,2015-05-12,5.5,19.9,1.5,6.6,-4.1,1.1,12.0,13.03,13.72,3.19,0.0
1963,2015-05-13,5.3,19.9,4.7,11.9,1.5,6.9,11.0,13.1,13.67,3.19,0.0
1964,2015-05-14,5.0,19.9,3.9,8.2,2.4,4.8,10.0,13.08,13.68,3.19,0.0
1965,2015-05-15,4.5,19.9,4.3,11.2,2.9,6.3,9.0,13.1,13.67,3.19,0.0
1966,2015-05-16,4.6,20.1,-1.9,6.7,-2.2,1.6,10.0,13.02,13.72,3.19,0.0
1967,2015-05-17,4.5,20.2,-0.9,5.4,-3.0,0.8,9.0,13.04,13.72,3.19,0.0
1968,2015-05-18,4.5,20.4,1.2,6.1,-1.2,1.7,9.0,12.99,13.72,3.19,0.0
1969,2015-05-19,3.9,20.4,2.0,10.7,0.9,4.8,6.0,13.08,13.67,3.19,0.0
1970,2015-05-20,4.3,20.9,-1.0,6.8,-1.2,1.0,9.0,13.04,13.74,3.19,0.0
1971,2015-05-21,3.6,21.0,2.7,8.1,-1.2,4.0,7.0,13.09,13.68,3.19,0.0
1972,2015-05-22,3.1,21.1,2.3,10.0,1.2,5.0,5.0,13.08,13.67,3.19,0.0
1973,2015-05-23,2.8,21.3,0.4,6.3,0.0,2.5,5.0,13.08,13.7,3.19,0.0
1974,2015-05-24,2.2,21.4,-1.1,7.2,-1.9,1.8,4.0,12.99,13.68,3.19,0.0
1975,2015-05-25,1.9,21.6,-0.4,5.7,-2.3,1.1,3.0,13.05,13.7,3.19,0.0
1976,2015-05-26,1.6,21.7,1.5,6.8,-0.8,1.8,2.0,13.07,13.71,3.19,0.0
1977,2015-05-27,0.8,21.8,3.4,10.4,1.3,4.0,2.0,13.07,13.7,3.19,0.0
1978,2015-05-28,0.4,21.8,3.1,9.0,2.7,5.5,1.0,13.11,13.67,3.19,0.0
1979,2015-05-29,0.0,21.9,2.1,9.9,1.1,4.6,0.0,13.04,13.68,3.19,0.0
1980,2015-05-30,0.0,21.9,2.7,9.5,0.3,3.5,0.0,13.07,13.71,3.19,0.0
1981,2015-05-31,0.0,21.9,6.8,12.6,2.3,8.2,0.0,13.11,13.63,3.19,0.0
1982,2015-06-01,0.0,21.9,8.5,14.9,5.0,9.7,0.0,13.1,13.62,3.19,0.0
1983,2015-06-02,0.0,21.9,10.0,16.8,7.6,11.7,0.0,13.11,13.58,3.19,0.0
1984,2015-06-03,0.0,21.9,8.4,16.1,8.0,12.3,0.0,13.07,13.56,3.19,0.0
1985,2015-06-04,0.0,21.9,9.1,16.8,8.1,12.7,0.0,13.14,13.54,3.19,0.0
1986,2015-06-05,0.0,21.9,11.0,17.1,7.8,13.0,0.0,13.08,13.55,3.19,0.0
1987,2015-06-06,0.0,21.9,5.8,14.1,5.0,9.1,0.0,13.08,13.59,3.19,0.0
1988,2015-06-07,0.0,21.9,4.9,10.8,4.9,6.8,0.0,13.08,13.63,3.19,0.0
1989,2015-06-08,0.0,21.9,6.4,13.3,3.8,8.4,0.0,13.08,13.6,3.19,0.0
1990,2015-06-09,0.0,21.9,9.7,16.2,5.3,11.2,0.0,13.09,13.56,3.19,0.0
1991,2015-06-10,0.0,21.9,10.2,17.7,8.1,13.3,0.0,13.11,13.5,3.19,0.0
1992,2015-06-11,0.0,21.9,7.3,12.6,6.9,9.6,0.0,13.1,13.56,3.19,0.0
1993,2015-06-12,0.0,22.4,5.3,11.2,4.6,6.7,0.0,13.06,13.6,3.19,0.0
1994,2015-06-13,0.0,22.4,8.6,14.8,4.4,9.2,0.0,13.06,13.6,3.19,0.0
1995,2015-06-14,0.0,22.9,6.8,14.5,6.1,9.5,0.0,13.05,13.53,3.19,0.0
1996,2015-06-15,0.0,22.9,9.7,16.0,6.6,11.0,0.0,13.08,13.56,3.19,0.0
1997,2015-06-16,0.0,22.9,9.4,17.6,8.0,12.8,0.0,13.13,13.5,3.19,0.0
1998,2015-06-17,0.0,23.0,8.1,16.6,6.9,11.0,0.0,13.08,13.53,3.19,0.0
1999,2015-06-18,0.0,23.0,11.6,18.9,6.6,14.0,0.0,13.07,13.5,3.19,0.0
2000,2015-06-19,0.0,23.0,12.1,20.0,10.6,15.9,0.0,13.12,13.47,3.19,0.0
2001,2015-06-20,0.0,23.0,13.3,20.4,11.2,16.5,0.0,13.07,13.48,3.19,0.0
2002,2015-06-21,0.0,23.0,13.5,21.1,12.3,16.7,0.0,13.34,13.46,3.19,0.0
2003,2015-06-22,0.0,23.0,13.6,22.1,13.1,17.7,0.0,13.32,13.45,3.19,0.0
2004,2015-06-23,0.0,23.0,12.8,21.6,12.1,17.2,0.0,13.17,13.44,3.19,0.0
2005,2015-06-24,0.0,23.0,13.7,21.7,11.9,16.8,0.0,13.16,13.45,3.19,0.0
2006,2015-06-25,0.0,23.0,10.9,20.5,10.3,14.9,0.0,13.06,13.45,3.19,0.0
2007,2015-06-26,0.0,23.0,13.7,19.8,10.2,14.6,0.0,13.28,13.48,3.19,0.0
2008,2015-06-27,0.0,23.0,11.7,20.2,11.4,15.4,0.0,13.09,13.46,3.19,0.0
2009,2015-06-28,0.0,23.0,12.8,20.8,10.8,16.1,0.0,13.11,13.45,3.19,0.0
2010,2015-06-29,0.0,23.0,11.8,21.2,11.0,15.4,0.0,13.06,13.43,3.19,0.0
2011,2015-06-30,0.0,23.0,12.7,21.3,11.2,16.0,0.0,13.09,13.44,3.19,0.0
2012,2015-07-01,0.0,23.0,12.5,22.1,11.8,16.1,0.0,13.08,13.4,3.19,0.0
2013,2015-07-02,0.0,23.0,11.9,20.4,11.9,15.5,0.0,13.08,13.46,3.19,0.0
2014,2015-07-03,0.0,23.0,13.1,19.4,11.8,15.2,0.0,13.24,13.46,3.19,0.0
2015,2015-07-04,0.0,23.0,12.1,20.0,9.6,15.3,0.0,13.09,13.45,3.19,0.0
2016,2015-07-05,0.0,23.0,12.4,19.6,10.4,14.7,0.0,13.05,13.45,3.19,0.0
2017,2015-07-06,0.0,23.6,9.3,15.5,9.0,11.5,0.0,13.06,13.5,3.19,0.0
2018,2015-07-07,0.0,23.6,9.1,13.8,8.3,10.7,0.0,13.08,13.54,3.19,0.0
2019,2015-07-08,0.0,24.1,6.7,12.7,6.5,9.1,0.0,13.04,13.57,3.19,0.0
2020,2015-07-09,0.0,24.4,5.1,10.0,5.1,7.3,0.0,13.05,13.62,3.19,0.0
2021,2015-07-10,0.0,24.4,6.8,14.3,4.8,9.3,0.0,13.05,13.56,3.19,0.0
2022,2015-07-11,0.0,24.5,8.6,14.2,6.1,9.6,0.0,13.05,13.56,3.19,0.0
2023,2015-07-12,0.0,24.5,10.2,15.7,7.9,10.9,0.0,13.05,13.55,3.19,0.0
2024,2015-07-13,0.0,24.5,12.6,18.5,9.4,13.9,0.0,13.09,13.51,3.19,0.0
2025,2015-07-14,0.0,25.3,10.4,17.7,8.1,12.4,0.0,13.06,13.47,3.19,0.0
2026,2015-07-15,0.0,25.5,7.2,16.4,7.0,10.8,0.0,13.01,13.52,3.19,0.0
2027,2015-07-16,0.0,25.5,8.1,15.7,5.8,10.6,0.0,13.07,13.52,3.19,0.0
2028,2015-07-17,0.0,25.5,11.1,17.0,7.8,12.6,0.0,13.06,13.52,3.19,0.0
2029,2015-07-18,0.0,25.5,11.8,17.1,8.9,13.2,0.0,13.06,13.53,3.19,0.0
2030,2015-07-19,0.0,25.6,8.1,17.3,7.6,11.3,0.0,13.05,13.55,3.19,0.0
2031,2015-07-20,0.0,25.6,8.6,12.8,8.0,9.7,0.0,13.06,13.58,3.19,0.0
2032,2015-07-21,0.0,25.8,9.2,16.1,7.7,10.7,0.0,13.01,13.54,3.19,0.0
2033,2015-07-22,0.0,26.5,6.8,13.0,6.4,9.3,0.0,12.98,13.58,3.19,0.0
2034,2015-07-23,0.0,26.5,10.7,15.6,6.6,11.4,0.0,13.09,13.54,3.19,0.0
2035,2015-07-24,0.0,26.5,12.2,18.8,8.6,14.3,0.0,13.06,13.52,3.19,0.0
2036,2015-07-25,0.0,26.5,8.9,17.3,8.8,12.2,0.0,13.04,13.54,3.19,0.0
2037,2015-07-26,0.0,26.5,12.4,18.8,8.7,14.1,0.0,13.03,13.5,3.19,0.0
2038,2015-07-27,0.0,26.5,12.1,18.4,11.6,14.8,0.0,13.05,13.49,3.19,0.0
2039,2015-07-28,0.0,26.5,9.2,19.9,9.1,15.0,0.0,13.05,13.5,3.19,0.0
2040,2015-07-29,0.0,26.5,10.0,17.9,7.6,13.0,0.0,13.05,13.5,3.19,0.0
2041,2015-07-30,0.0,26.5,11.4,19.0,9.2,14.1,0.0,13.06,13.49,3.19,0.0
2042,2015-07-31,0.0,26.5,12.3,19.7,10.3,15.2,0.0,13.21,13.47,3.19,0.0
2043,2015-08-01,0.0,26.5,11.8,20.4,10.8,15.6,0.0,13.05,13.43,3.19,0.0
2044,2015-08-02,0.0,26.5,12.7,20.4,11.2,15.6,0.0,13.07,13.41,3.19,0.0
2045,2015-08-03,0.0,27.0,9.9,17.9,8.7,12.3,0.0,12.97,13.51,3.19,0.0
2046,2015-08-04,0.0,27.0,10.9,15.0,9.5,11.8,0.0,13.05,13.56,3.19,0.0
2047,2015-08-05,0.0,27.0,11.5,16.9,8.1,12.7,0.0,13.1,13.51,3.19,0.0
2048,2015-08-06,0.0,27.0,14.8,20.2,10.5,15.4,0.0,13.24,13.47,3.19,0.0
2049,2015-08-07,0.0,27.0,12.1,18.2,10.8,14.3,0.0,13.05,13.48,3.19,0.0
2050,2015-08-08,0.0,27.1,10.1,17.4,9.5,12.8,0.0,13.06,13.52,3.19,0.0
2051,2015-08-09,0.0,27.1,10.2,15.5,7.7,11.3,0.0,13.04,13.52,3.19,0.0
2052,2015-08-10,0.0,27.1,11.6,17.6,8.7,13.1,0.0,13.04,13.51,3.19,0.0
2053,2015-08-11,0.0,27.1,12.2,20.1,10.8,14.8,0.0,13.22,13.48,3.19,0.0
2054,2015-08-12,0.0,27.3,9.3,16.3,8.7,11.9,0.0,12.99,13.51,3.19,0.0
2055,2015-08-13,0.0,27.3,11.6,17.5,8.7,13.2,0.0,13.03,13.49,3.19,0.0
2056,2015-08-14,0.0,27.3,12.7,19.4,10.8,14.5,0.0,13.05,13.45,3.19,0.0
2057,2015-08-15,0.0,27.3,13.1,21.4,11.2,15.6,0.0,13.08,13.44,3.19,0.0
2058,2015-08-16,0.0,27.4,11.0,22.3,10.7,15.7,0.0,13.06,13.42,3.19,0.0
2059,2015-08-17,0.0,27.5,11.0,19.8,8.8,14.0,0.0,13.01,13.43,3.19,0.0
2060,2015-08-18,0.0,27.6,9.0,19.4,9.0,13.4,0.0,13.04,13.48,3.19,0.0
2061,2015-08-19,0.0,27.6,6.9,15.7,6.9,11.2,0.0,13.06,13.51,3.19,0.0
2062,2015-08-20,0.0,27.6,7.8,14.1,3.4,9.0,0.0,13.03,13.54,3.19,0.0
2063,2015-08-21,0.0,27.6,11.1,16.6,7.6,12.1,0.0,13.06,13.52,3.19,0.0
2064,2015-08-22,0.0,27.6,11.5,19.2,8.8,13.6,0.0,13.05,13.48,3.19,0.0
2065,2015-08-23,0.0,27.6,11.5,19.0,10.2,14.4,0.0,13.03,13.47,3.19,0.0
2066,2015-08-24,0.0,27.6,11.4,19.1,8.5,13.9,0.0,13.05,13.48,3.19,0.0
2067,2015-08-25,0.0,27.6,12.9,20.4,11.0,15.4,0.0,13.14,13.45,3.19,0.0
2068,2015-08-26,0.0,27.6,13.0,21.4,11.5,15.7,0.0,13.21,13.41,3.19,0.0
2069,2015-08-27,0.0,27.6,9.9,19.0,9.5,13.5,0.0,13.04,13.45,3.2,0.0
2070,2015-08-28,0.0,27.8,7.9,13.3,7.6,9.5,0.0,13.02,13.55,3.19,0.0
2071,2015-08-29,0.0,27.8,10.3,16.5,6.8,11.5,0.0,13.05,13.52,3.19,0.0
2072,2015-08-30,0.0,27.8,11.9,19.0,8.5,14.1,0.0,13.04,13.46,3.19,0.0
2073,2015-08-31,0.0,27.9,8.2,19.8,8.1,14.4,0.0,13.05,13.44,3.19,0.0
2074,2015-09-01,0.0,28.1,9.3,13.7,7.4,9.5,0.0,13.0,13.54,3.19,0.0
2075,2015-09-02,0.0,28.1,7.5,17.5,6.8,11.8,0.0,13.02,13.5,3.19,0.0
2076,2015-09-03,0.0,28.1,11.6,17.7,7.3,12.5,0.0,12.99,13.49,3.19,0.0
2077,2015-09-04,0.0,28.4,9.6,13.6,6.6,10.1,0.0,12.93,13.57,3.19,0.0
2078,2015-09-05,0.0,28.8,7.5,13.6,7.1,9.4,0.0,12.91,13.56,3.19,0.0
2079,2015-09-06,0.0,28.8,8.6,14.1,5.8,9.4,0.0,13.03,13.56,3.19,0.0
2080,2015-09-07,0.0,28.8,9.4,14.0,7.5,10.2,0.0,13.07,13.56,3.19,0.0
2081,2015-09-08,0.0,29.1,7.5,10.4,5.9,7.9,0.0,13.02,13.63,3.19,0.0
2082,2015-09-09,0.0,29.1,8.5,14.7,6.5,10.2,0.0,13.04,13.55,3.19,0.0
2083,2015-09-10,0.0,29.1,9.6,16.9,7.6,11.9,0.0,13.02,13.52,3.19,0.0
2084,2015-09-11,0.0,29.1,10.1,16.7,8.2,12.3,0.0,13.03,13.5,3.19,0.0
2085,2015-09-12,0.0,29.1,10.3,16.5,8.0,12.1,0.0,13.01,13.5,3.19,0.0
2086,2015-09-13,0.0,29.1,11.4,18.6,8.1,13.3,0.0,13.01,13.48,3.19,0.0
2087,2015-09-14,0.0,29.1,10.9,17.3,9.8,12.9,0.0,13.04,13.5,3.19,0.0
2088,2015-09-15,0.0,29.1,8.0,15.4,7.2,11.4,0.0,13.02,13.51,3.19,0.0
2089,2015-09-16,0.0,29.2,7.8,12.4,5.3,8.1,0.0,13.02,13.57,3.19,0.0
2090,2015-09-17,0.0,29.3,7.9,14.5,6.6,10.0,0.0,13.01,13.56,3.19,0.0
2091,2015-09-18,0.0,29.3,7.6,14.7,6.0,9.7,0.0,13.0,13.56,3.19,0.0
2092,2015-09-19,0.0,29.3,5.4,12.9,2.3,7.4,0.0,12.98,13.58,3.19,0.0
2093,2015-09-20,0.0,29.3,6.3,13.6,4.7,8.9,0.0,12.99,13.56,3.19,0.0
2094,2015-09-21,0.0,29.3,9.0,15.8,5.2,10.4,0.0,12.98,13.53,3.19,0.0
2095,2015-09-22,0.0,29.3,11.0,17.5,8.1,12.5,0.0,13.01,13.5,3.19,0.0
2096,2015-09-23,0.0,29.3,9.3,15.3,9.1,11.9,0.0,12.99,13.53,3.19,0.0
2097,2015-09-24,0.0,29.3,10.5,17.0,7.1,11.8,0.0,13.01,13.5,3.19,0.0
2098,2015-09-25,0.0,29.3,9.6,18.2,9.1,13.6,0.0,13.01,13.48,3.19,0.0
2099,2015-09-26,0.0,29.3,10.8,19.1,8.5,13.2,0.0,12.99,13.45,3.19,0.0
2100,2015-09-27,0.0,29.3,10.9,18.5,9.4,13.4,0.0,12.99,13.45,3.19,0.0
2101,2015-09-28,0.0,29.3,10.4,18.2,9.6,13.4,0.0,13.01,13.45,3.19,0.0
2102,2015-09-29,0.0,29.3,6.7,17.5,6.6,12.2,0.0,12.96,13.48,3.2,0.0
2103,2015-09-30,0.0,29.3,9.6,16.6,6.5,11.1,0.0,13.01,13.48,3.19,0.0
2104,2015-09-30,-99.9,29.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,0.0
2105,2015-10-01,0.0,0.0,10.1,13.8,8.8,10.4,0.0,13.02,13.54,3.19,0.0
2106,2015-10-02,0.0,0.0,10.4,18.3,8.4,12.8,0.0,13.05,13.48,3.19,0.0
2107,2015-10-03,0.0,0.0,3.2,15.6,1.9,9.8,0.0,12.96,13.53,3.2,0.0
2108,2015-10-04,0.0,0.1,4.2,10.9,2.7,7.1,0.0,12.96,13.58,3.19,0.0
2109,2015-10-05,0.0,0.1,5.3,13.3,3.9,7.9,0.0,12.97,13.58,3.19,0.0
2110,2015-10-06,0.0,0.2,5.5,11.7,4.4,6.8,0.0,12.96,13.58,3.19,0.0
2111,2015-10-07,0.0,0.4,2.7,10.8,2.3,5.7,0.0,12.94,13.57,3.19,0.0
2112,2015-10-08,0.0,0.4,5.2,11.9,2.4,6.6,0.0,12.92,13.59,3.19,0.0
2113,2015-10-09,0.0,0.4,5.8,13.2,4.0,8.2,0.0,12.98,13.55,3.19,0.0
2114,2015-10-10,0.0,0.4,6.7,14.1,4.5,8.7,0.0,12.95,13.55,3.19,0.0
2115,2015-10-11,0.0,0.4,7.5,15.9,5.7,10.1,0.0,12.99,13.52,3.19,0.0
2116,2015-10-12,0.0,0.4,6.2,14.2,6.1,9.7,0.0,12.98,13.52,3.19,0.0
2117,2015-10-13,0.0,0.4,6.6,13.9,3.3,8.4,0.0,12.93,13.54,3.19,0.0
2118,2015-10-14,0.0,0.4,7.2,14.5,4.9,9.4,0.0,12.94,13.52,3.19,0.0
2119,2015-10-15,0.0,0.4,7.9,15.0,6.2,10.0,0.0,12.96,13.51,3.19,0.0
2120,2015-10-16,0.0,0.4,5.1,14.7,4.3,9.3,0.0,12.98,13.54,3.19,0.0
2121,2015-10-17,0.0,0.4,7.5,14.7,3.4,9.0,0.0,13.0,13.53,3.19,0.0
2122,2015-10-18,0.0,0.4,7.3,14.5,6.0,9.1,0.0,12.97,13.55,3.19,0.0
2123,2015-10-19,0.0,0.5,7.2,9.9,5.1,7.2,0.0,13.0,13.61,3.19,0.0
2124,2015-10-20,0.0,0.6,2.9,7.3,1.6,5.2,0.0,12.88,13.67,3.19,0.0
2125,2015-10-21,0.0,0.6,4.1,8.9,1.4,4.8,0.0,12.94,13.65,3.19,0.0
2126,2015-10-22,0.0,0.6,1.8,6.3,0.9,4.1,0.0,12.92,13.67,3.19,0.0
2127,2015-10-23,0.6,1.5,0.4,3.7,-0.3,0.8,4.0,12.82,13.72,3.19,0.0
2128,2015-10-24,0.6,1.7,-0.6,4.2,-1.3,0.5,4.0,12.81,13.73,3.19,0.0
2129,2015-10-25,0.6,1.7,1.6,8.3,-2.0,2.0,4.0,12.88,13.68,3.19,0.0
2130,2015-10-26,0.6,1.8,3.4,9.5,-0.2,4.4,3.0,12.96,13.66,3.19,0.0
2131,2015-10-27,0.6,1.9,0.2,5.2,-1.1,1.5,3.0,12.89,13.7,3.19,0.0
2132,2015-10-28,0.6,2.0,-5.8,2.4,-6.0,-1.8,3.0,12.76,13.78,3.19,0.0
2133,2015-10-29,0.8,2.0,0.3,4.3,-6.0,-0.4,4.0,12.89,13.74,3.19,0.0
2134,2015-10-30,0.8,2.1,-0.4,6.9,-0.4,2.4,4.0,13.0,13.7,3.19,0.0
2135,2015-10-31,0.8,2.1,-2.6,0.2,-4.2,-1.9,4.0,12.75,13.77,3.19,0.0
2136,2015-11-01,0.8,2.2,1.1,5.3,-2.7,0.6,4.0,12.89,13.74,3.19,0.0
2137,2015-11-02,0.8,2.2,4.4,8.0,-0.1,3.6,4.0,12.96,13.68,3.19,0.0
2138,2015-11-03,0.8,2.2,5.2,12.1,2.8,6.5,3.0,12.99,13.63,3.19,0.0
2139,2015-11-04,0.8,2.2,2.2,9.1,2.1,5.2,3.0,12.9,13.66,3.19,0.0
2140,2015-11-05,1.3,2.9,-4.5,2.6,-4.5,-1.2,10.0,12.7,13.69,3.19,0.0
2141,2015-11-06,1.5,3.2,-7.0,-3.4,-7.4,-5.8,11.0,12.71,13.58,3.19,0.0
2142,2015-11-07,1.9,3.5,-9.4,-3.5,-9.5,-6.9,13.0,12.69,13.59,3.19,0.0
